"brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price"
"Tesla","Model X 75D","2016","52,000 mi.","Other","518.0HP Electric Motor Electric Fuel System","A/T","Black","Beige","None reported","Yes",52000
"RAM","1500 Rebel","2020","57,300 mi.","Gasoline","395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",43500
"MINI","Cooper Base","2008","104,500 mi.","Gasoline","118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Black","At least 1 accident or damage reported","Yes",4100
"Jeep","Cherokee Sport","1996","170,552 mi.","Gasoline","190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",6500
"Ford","Mustang GT Premium","2013","18,000 mi.","Gasoline","412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","None reported","Yes",29000
"Lincoln","Navigator Reserve","2019","39,000 mi.","Gasoline","450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",51999
"Jeep","Gladiator Rubicon","2020","38,000 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",45000
"Porsche","Cayman GT4","2016","15,168 mi.","Gasoline","385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",115000
"Honda","Civic EX","2012","167,506 mi.","Gasoline","140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","A/T","Black","–","None reported","Yes",6500
"Jeep","Grand Cherokee Laredo","2012","166,000 mi.","E85 Flex Fuel","290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability","A/T","White","Gray","At least 1 accident or damage reported","Yes",13000
"Ford","Shelby GT500 Base","2021","19,200 mi.","Gasoline","760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","Yes",82950
"Land","Rover Defender SE","2022","46,000 mi.","Hybrid","395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Green","Beige","None reported","Yes",75000
"Hummer","H3 Base","2007","201,000 mi.","Gasoline","242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",7200
"Kia","Sportage LX","2014","87,000 mi.","Gasoline","182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",8900
"GMC","Yukon XL 1500 SLT","2015","145,000 mi.","Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","None reported","Yes",24950
"Jeep","Wrangler Unlimited Sport","2020","33,060 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",36500
"Ford","Bronco XLT","1995","195,000 mi.","–","–","A/T","Blue","Gray","None reported","Yes",15000
"Tesla","Model S Long Range Plus","2021","10,550 mi.","Other","557.0HP Electric Motor Electric Fuel System","A/T","Gray","Black","None reported","Yes",67800
"Audi","A6 3.0T Prestige","2014","89,500 mi.","Gasoline","310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","None reported","Yes",18000
"Jeep","Wrangler 80th Anniversary","2021","27,000 mi.","Hybrid","285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","Red","Black","None reported","Yes",37500
"Jeep","Wrangler Sport","2010","87,250 mi.","Gasoline","202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",18500
"Volkswagen","CC 2.0T Sport","2016","76,495 mi.","Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",13000
"Cadillac","SRX Luxury Collection","2016","70,503 mi.","Gasoline","308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Beige","None reported","Yes",15500
"Porsche","Cayenne Turbo","2009","41,965 mi.","Gasoline","500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","At least 1 accident or damage reported","Yes",35000
"Toyota","4Runner 4WD","1999","267,000 mi.","Gasoline","150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Beige","At least 1 accident or damage reported","Yes",8000
"Mitsubishi","Eclipse GT","2003","146,000 mi.","Gasoline","200.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","4-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",4200
"Chevrolet","Corvette Stingray w/1LT","2023","9,000 mi.","Gasoline","490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",82500
"Toyota","GR86 Premium","2022","1,050 mi.","Gasoline","228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Black","None reported","Yes",40000
"Land","Rover Range Rover P525 Westminster","2021","22,270 mi.","Gasoline","5.0L V8 32V GDI DOHC Supercharged","8-Speed Automatic","Gray","Ebony","None reported","No",89900
"Ford","Mustang GT Premium","2012","19,900 mi.","Gasoline","412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",26500
"Tesla","Model Y Long Range","2020","19,800 mi.","Other","425.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","White","None reported","Yes",44990
"RAM","1500 Sport","2012","113,500 mi.","Gasoline","390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",17900
"Lamborghini","Gallardo LP550-2","2013","22,000 mi.","Gasoline","550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",150000
"INFINITI","Q60 3.0t Red Sport 400","2022","3,300 mi.","Gasoline","400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Red","Black","None reported","Yes",54000
"Volkswagen","e-Golf SE","2016","41,615 mi.","Other","115.0HP Electric Motor Electric Fuel System","1-Speed A/T","Blue","Gray","None reported","Yes",12000
"Tesla","Model X Long Range","2022","11,860 mi.","Other","670.0HP Electric Motor Electric Fuel System","A/T","White","White","None reported","Yes",92500
"BMW","M5 Base","2015","27,000 mi.","Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",52500
"Kia","K5 GT-Line","2022","22,101 mi.","Gasoline","1.6L I4 16V GDI DOHC Turbo","8-Speed Automatic","Glacial White Pearl","Black","At least 1 accident or damage reported","Yes",29430
"Chevrolet","Caprice Classic Base","1996","60,000 mi.","Gasoline","260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","A/T","Purple","Gray","None reported","No",18500
"Subaru","BRZ Limited","2013","46,452 mi.","Gasoline","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Gray","Black","None reported","Yes",22888
"Lincoln","MKZ Reserve I","2019","36,000 mi.","Gasoline","245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Beige","None reported","Yes",26500
"Chevrolet","Corvette Grand Sport","2019","13,100 mi.","Gasoline","460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","7-Speed M/T","Silver","Red","None reported","Yes",61950
"Audi","Q5 2.0T Premium Plus","2019","50,000 mi.","Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",27000
"Mazda","CX-9 Signature","2018","19,500 mi.","Gasoline","227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Brown","None reported","Yes",32250
"Ford","Mustang GT","2016","36,000 mi.","Gasoline","435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Orange","Black","At least 1 accident or damage reported","Yes",31000
"Rolls-Royce","Wraith Base","2016","21,000 mi.","Gasoline","624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel","A/T","Brown","Black","None reported","No",217000
"Chevrolet","Camaro 1SS","2022","6,640 mi.","Gasoline","455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","A/T","Orange","Black","None reported","Yes",51999
"BMW","X5 xDrive35i","2016","74,850 mi.","Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","White","Brown","At least 1 accident or damage reported","Yes",21900
"Nissan","Maxima SV","2014","117,000 mi.","Gasoline","290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","At least 1 accident or damage reported","Yes",10900
"Toyota","Tundra TRD Pro","2016","51,400 mi.","E85 Flex Fuel","381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability","6-Speed A/T","Black","Black","None reported","No",39900
"INFINITI","QX60 AUTOGRAPH","2022","6,000 mi.","Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Gold","Brown","None reported","Yes",57999
"Mitsubishi","Lancer Evolution MR","2006","128,000 mi.","Gasoline","286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Silver","Black","None reported","Yes",37999
"BMW","X3 xDrive30i","2021","15,000 mi.","Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Brown","None reported","Yes",39995
"Toyota","Tundra SR5","2016","119,000 mi.","Gasoline","381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Black","None reported","Yes",29950
"Lincoln","Mark LT Base","2006","87,500 mi.","Gasoline","300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","At least 1 accident or damage reported","Yes",12999
"Ford","Flex SEL","2011","149,000 mi.","Gasoline","262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Beige","None reported","Yes",7999
"Audi","Q5 2.0T Premium Plus","2015","54,700 mi.","E85 Flex Fuel","220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability","8-Speed A/T","Gray","Brown","At least 1 accident or damage reported","Yes",20995
"Ford","F-150 XL","2021","45,979 mi.","Gasoline","3.5L V6 24V PDI DOHC Twin Turbo","10-Speed Automatic","Agate Black Metallic","Black","None reported","Yes",38532
"Lincoln","Continental Reserve","2017","56,846 mi.","Gasoline","335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",29000
"Tesla","Model X 75D","2017","94,100 mi.","Other","518.0HP Electric Motor Electric Fuel System","A/T","Black","Orange","At least 1 accident or damage reported","Yes",49900
"Jeep","Grand Cherokee Limited","2017","80,150 mi.","Gasoline","293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",22500
"GMC","Terrain SLT-1","2013","11,563 mi.","Gasoline","182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","At least 1 accident or damage reported","Yes",12300
"Tesla","Model X Long Range","2022","7,500 mi.","Other","670.0HP Electric Motor Electric Fuel System","A/T","Silver","Black","None reported","Yes",84000
"Mercedes-Benz","AMG E 53 Base 4MATIC","2021","15,615 mi.","Hybrid","429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","9-Speed A/T","Gray","Black","None reported","Yes",78000
"Subaru","Impreza WRX Base","2013","113,000 mi.","Gasoline","265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Blue","Black","At least 1 accident or damage reported","Yes",16000
"Kia","Optima S","2018","74,000 mi.","Gasoline","185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",15000
"Mercedes-Benz","M-Class ML 350","2011","99,200 mi.","Gasoline","268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",11900
"Volkswagen","Beetle 2.0T S","2018","36,824 mi.","Gasoline","174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Red","Red","None reported","Yes",23999
"Acura","RSX Base","2005","186,040 mi.","Gasoline","160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","At least 1 accident or damage reported","Yes",6700
"GMC","Acadia SLE","2020","58,000 mi.","Gasoline","310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","9-Speed A/T","Black","Black","None reported","Yes",27700
"Ford","F-150 Lariat","2020","31,250 mi.","Gasoline","325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",42500
"Jeep","Gladiator Overland","2020","43,000 mi.","Gasoline","285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","None reported","Yes",46500
"Toyota","Tacoma TRD Sport","2020","41,199 mi.","Gasoline","3.5 Liter","6 Speed Mt","Black","Black/Gun Metal","None reported","No",41598
"Kia","EV6 GT-Line","2022","22,000 mi.","Other","320.0HP Electric Motor Electric Fuel System","1-Speed A/T","Gray","Black","None reported","Yes",45000
"Genesis","GV70 3.5T Sport","2022","12,900 mi.","Gasoline","375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","White","None reported","Yes",53000
"Ford","Explorer ST","2022","10,500 mi.","Gasoline","400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Black","None reported","No",50000
"MINI","Countryman Cooper","2020","74,725 mi.","Gasoline","1.5L I3 12V GDI DOHC Turbo","7-Speed Automatic with Auto-Shift","Black","Black","None reported","Yes",21612
"Mazda","CX-5 Grand Touring","2021","61,117 mi.","Gasoline","2.5L I4 16V GDI DOHC","6-Speed Automatic","Sonic Silver Metallic","Black","None reported","Yes",26485
"BMW","325 i","2003","142,000 mi.","Gasoline","184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Black","At least 1 accident or damage reported","Yes",4800
"Ford","Mustang EcoBoost Premium","2019","31,000 mi.","–","–","6-Speed M/T","Gray","Black","None reported","Yes",34700
"Toyota","Yaris L","2012","129,355 mi.","Gasoline","106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel","4-Speed A/T","Black","Gray","At least 1 accident or damage reported","Yes",7950
"Chevrolet","Express 1500 Base","2010","204,000 mi.","E85 Flex Fuel","310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability","4-Speed A/T","White","Gray","At least 1 accident or damage reported","Yes",4900
"Lincoln","Navigator L Select","2016","115,600 mi.","Gasoline","380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",22500
"Jeep","Wrangler Sahara Altitude","2023","1,563 mi.","Hybrid","285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","A/T","Gray","Black","None reported","Yes",62500
"Bentley","Continental GT Base","2007","72,166 mi.","Gasoline","552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",35995
"Lexus","RX 350 F Sport","2018","26,100 mi.","Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Gray","Red","None reported","Yes",37899
"BMW","430 i","2017","58,880 mi.","Gasoline","248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",21000
"Cadillac","Escalade Sport Platinum","2021","26,000 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",104000
"Honda","Civic EX","2008","190,640 mi.","Gasoline","140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Silver","Silver","At least 1 accident or damage reported","Yes",5500
"Porsche","Cayenne AWD","2020","37,500 mi.","Gasoline","335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",59900
"Ford","Mustang Mach-E GT","2022","13,856 mi.","Other","480.0HP Electric Motor Electric Fuel System","1-Speed A/T","White","Black","None reported","Yes",54000
"Cadillac","ATS 2.5L Luxury","2013","225,000 mi.","Gasoline","202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",13600
"Lexus","LS 460 Base","2014","123,256 mi.","Gasoline","386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","None reported","Yes",24995
"Cadillac","Escalade Premium Luxury","2021","11,459 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Brown","None reported","Yes",88900
"Mercedes-Benz","C-Class C 300 4MATIC Sport","2016","67,289 mi.","Gasoline","241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Gray","None reported","Yes",20490
"Hyundai","Veloster Base","2013","56,837 mi.","Gasoline","132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","At least 1 accident or damage reported","Yes",10500
"Chevrolet","Corvette Base","2002","44,168 mi.","Gasoline","350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","4-Speed A/T","Orange","Black","None reported","Yes",30000
"Mercedes-Benz","C-Class C 300 4MATIC","2019","59,766 mi.","Gasoline","2.0L I4 16V GDI DOHC Turbo","9-Speed Automatic","Lunar Blue Metallic","Macchiato","None reported","No",26900
"Kia","Stinger GT","2018","56,300 mi.","Gasoline","365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Black","None reported","Yes",29950
"Volvo","S60 R","2004","167,000 mi.","Gasoline","300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Beige","None reported","Yes",8000
"Chevrolet","Silverado 2500 LT","2015","122,770 mi.","E85 Flex Fuel","360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability","A/T","Brown","Black","None reported","Yes",27499
"Land","Rover Range Rover 3.0L V6 Supercharged HSE","2019","59,271 mi.","Gasoline","380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",54995
"GMC","Sierra 1500 SLE","2015","102,000 mi.","Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Black","At least 1 accident or damage reported","Yes",24500
"Chevrolet","Silverado 1500 RST","2020","40,929 mi.","Gasoline","5.3L V8 16V GDI OHV","Automatic","Cajun Red Tintcoat","Jet Black","At least 1 accident or damage reported","Yes",44800
"Porsche","911 Turbo S","2019","22,000 mi.","Gasoline","580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","None reported","Yes",174900
"Chevrolet","Suburban Z71","2022","19,200 mi.","Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Black","None reported","Yes",69790
"Mercedes-Benz","G-Class G 550 4MATIC","2019","32,376 mi.","Gasoline","416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",128000
"Porsche","911 Carrera","2023","19,800 mi.","Gasoline","379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",134900
"Land","Rover Range Rover Sport HSE","2011","105,000 mi.","Gasoline","375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",10000
"Ford","F-250 Lariat","2016","122,650 mi.","Diesel","440.0HP 6.7L 8 Cylinder Engine Diesel Fuel","6-Speed A/T","Gray","Black","None reported","Yes",38900
"Subaru","BRZ Limited","2022","14,000 mi.","Gasoline","228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Black","None reported","Yes",34999
"Lexus","LS 460 Base","2008","100,868 mi.","Gasoline","380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Beige","None reported","Yes",15397
"Land","Rover Range Rover Sport HSE","2013","111,000 mi.","Gasoline","375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",15000
